ID,Label_idx,Cellline,in_trainset,Label,Nucleoplasm,Nuclear Membrane,Nucleoli,Nucleoli Fibrillar Center,Nuclear Speckles,Nuclear Bodies,Endoplasmic Reticulum,Golgi Apparatus,Intermediate Filaments,Actin Filaments,Microtubules,Mitotic Spindle,Centrosome,Plasma Membrane,Mitochondria,Aggresome,Cytosol,Vesicles,Negative,ImageWidth,Cell Counts,idx,fold
409_E2_1,No staining,U-251 MG,FALSE,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2048,16,16,0
409_E2_2,No staining,U-251 MG,FALSE,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2048,9,9,0
295_D7_1,Nucleoplasm,U-251 MG,FALSE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2048,11,11,0
295_D7_2,Nucleoplasm,U-251 MG,FALSE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2048,12,12,0
296_D7_1,Nucleoplasm,A-431,FALSE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2048,9,9,0
296_D7_2,Nucleoplasm,A-431,FALSE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2048,14,14,0
297_D7_1,Nucleoplasm,U-2 OS,FALSE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2048,14,14,0
297_D7_2,Nucleoplasm,U-2 OS,FALSE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2048,16,16,0
1484_B12_2,Cytosol,SK-MEL-30,FALSE,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2048,19,19,0
1484_B12_5,Cytosol,SK-MEL-30,FALSE,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2048,20,20,0
1182_H8_2,Vesicles,HEK 293,FALSE,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2048,13,13,0
1182_H8_3,Vesicles,HEK 293,FALSE,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2048,22,22,0
1493_F6_2,Nucleoplasm,RH-30,FALSE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2048,8,8,0
1493_F6_3,Nucleoplasm,RH-30,FALSE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2048,9,9,0
1497_F6_1,No staining,U-2 OS,FALSE,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2048,9,9,0
1497_F6_2,No staining,U-2 OS,FALSE,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2048,14,14,0
273_F12_1,Nucleoplasm,U-251 MG,FALSE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2048,11,11,0
273_F12_2,Nucleoplasm,U-251 MG,FALSE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2048,9,9,0
295_B5_1,Endoplasmic reticulum,U-251 MG,FALSE,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2048,11,11,0
295_B5_2,Endoplasmic reticulum,U-251 MG,FALSE,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2048,14,14,0
297_B5_1,Endoplasmic reticulum,U-2 OS,FALSE,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2048,15,15,0
297_B5_2,Endoplasmic reticulum,U-2 OS,FALSE,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2048,11,11,0
274_B11_1,Nucleoplasm,A-431,FALSE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2048,7,7,0
274_B11_2,Nucleoplasm,A-431,FALSE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2048,11,11,0
321_H5_3,Nucleoplasm,U-2 OS,FALSE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2048,7,7,0
321_H5_4,Nucleoplasm,U-2 OS,FALSE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2048,8,8,0
402_B5_1,Mitochondria,U-2 OS,FALSE,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2048,15,15,0
405_B5_1,Mitochondria,A-431,FALSE,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2048,9,9,0
405_B5_2,Mitochondria,A-431,FALSE,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2048,12,12,0
409_B5_1,Mitochondria,U-251 MG,FALSE,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2048,9,9,0
409_B5_2,Mitochondria,U-251 MG,FALSE,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2048,11,11,0
1734_H1_2,Vesicles,SH-SY5Y,FALSE,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2048,21,21,0
1734_H1_4,Vesicles,SH-SY5Y,FALSE,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2048,26,26,0
1430_G2_1,No staining,SH-SY5Y,FALSE,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2048,29,29,0
1430_G2_2,No staining,SH-SY5Y,FALSE,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2048,27,27,0
53_F12_1,Vesicles,U-2 OS,FALSE,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1728,10,10,0
53_F12_2,Vesicles,U-2 OS,FALSE,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1728,6,6,0
322_G9_1,Vesicles,U-2 OS,FALSE,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2048,5,5,0
322_G9_2,Vesicles,U-2 OS,FALSE,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2048,8,8,0
327_G9_1,Nucleoplasm,U-251 MG,FALSE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2048,19,19,0
327_G9_2,Nucleoplasm,U-251 MG,FALSE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2048,10,10,0
1684_B1_1,Nucleoli,SK-MEL-30,FALSE,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2048,16,16,0
274_E12_1,Cytosol,A-431,FALSE,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2048,13,13,0
274_E12_2,Cytosol,A-431,FALSE,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2048,11,11,0
275_E12_1,Cytosol,U-2 OS,FALSE,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2048,14,14,0
275_E12_2,Cytosol,U-2 OS,FALSE,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2048,10,10,0
301_C7_1,Cytosol,U-251 MG,FALSE,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2048,9,9,0
301_C7_2,Cytosol,U-251 MG,FALSE,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2048,6,6,0
303_C7_3,Cytosol,U-2 OS,FALSE,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2048,13,13,0
303_C7_4,Cytosol,U-2 OS,FALSE,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2048,7,7,0
342_C7_1,Cytosol,A-431,FALSE,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2048,13,13,0
342_C7_3,Cytosol,A-431,FALSE,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2048,12,12,0
322_G8_1,Nucleoplasm,U-2 OS,FALSE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2048,13,13,0
322_G8_2,Nucleoplasm,U-2 OS,FALSE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2048,9,9,0
327_G8_1,Nucleoplasm,U-251 MG,FALSE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2048,20,20,0
327_G8_2,Nucleoplasm,U-251 MG,FALSE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2048,14,14,0
335_G8_1,Nucleoplasm,A-431,FALSE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2048,15,15,0
335_G8_2,Nucleoplasm,A-431,FALSE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2048,11,11,0
364_G5_1,Nucleoplasm,U-251 MG,FALSE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2048,10,10,0
364_G5_2,Nucleoplasm,U-251 MG,FALSE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2048,12,12,0
369_G5_1,Nucleoplasm,A-431,FALSE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2048,10,10,0
369_G5_2,Nucleoplasm,A-431,FALSE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2048,12,12,0
507_B2_1,Nucleoplasm,U-251 MG,FALSE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2048,13,13,0
507_B2_2,Nucleoplasm,U-251 MG,FALSE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2048,17,17,0
1354_D6_2,Nucleoplasm,U-2 OS,FALSE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2048,10,10,0
1354_D6_5,Nucleoplasm,U-2 OS,FALSE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2048,7,7,0
1482_G7_2,Nucleoplasm,HEK 293,FALSE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2048,15,15,0
1482_G7_3,Nucleoplasm,HEK 293,FALSE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2048,13,13,0
321_D5_1,Cytosol,U-2 OS,FALSE,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2048,7,7,0
321_D5_2,Cytosol,U-2 OS,FALSE,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2048,9,9,0
323_D5_3,Centrosome,U-251 MG,FALSE,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2048,8,8,0
323_D5_4,Centrosome,U-251 MG,FALSE,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2048,10,10,0
319_D7_1,Mitochondria,A-431,FALSE,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2048,9,9,0
319_D7_2,Mitochondria,A-431,FALSE,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2048,14,14,0
320_D7_1,Mitochondria,U-2 OS,FALSE,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2048,11,11,0
320_D7_3,Mitochondria,U-2 OS,FALSE,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2048,11,11,0
340_D7_1,Mitochondria,U-251 MG,FALSE,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2048,14,14,0
340_D7_2,Mitochondria,U-251 MG,FALSE,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2048,18,18,0
38_E9_1,Nucleoplasm,U-2 OS,FALSE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1728,8,8,0
38_E9_2,Nucleoplasm,U-2 OS,FALSE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1728,11,11,0
40_E9_1,No staining,U-251 MG,FALSE,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1728,7,7,0
40_E9_2,No staining,U-251 MG,FALSE,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1728,12,12,0
716_H4_1,Golgi apparatus,HEK 293,FALSE,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2048,15,15,0
716_H4_2,Golgi apparatus,HEK 293,FALSE,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2048,20,20,0
719_H4_1,Golgi apparatus,U-2 OS,FALSE,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2048,15,15,0
719_H4_2,Golgi apparatus,U-2 OS,FALSE,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2048,16,16,0
764_H4_1,Golgi apparatus,A-431,FALSE,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2048,12,12,0
764_H4_3,Golgi apparatus,A-431,FALSE,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2048,10,10,0
323_E4_5,Mitochondria,U-251 MG,FALSE,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2048,9,9,0
326_E4_1,Mitochondria,A-431,FALSE,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2048,10,10,0
326_E4_2,Mitochondria,A-431,FALSE,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2048,13,13,0
263_B9_1,Nucleoplasm,A-431,FALSE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2048,15,15,0
263_B9_2,Nucleoplasm,A-431,FALSE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2048,11,11,0
264_B9_1,Nucleoplasm,U-2 OS,FALSE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2048,11,11,0
264_B9_2,Nucleoplasm,U-2 OS,FALSE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2048,9,9,0
277_B9_1,Nucleoplasm,U-251 MG,FALSE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2048,12,12,0
277_B9_2,Nucleoplasm,U-251 MG,FALSE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2048,13,13,0
1878_D1_61,Nuclear bodies,HUVEC TERT2,FALSE,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2048,7,7,0
1878_D1_62,Nuclear bodies,HUVEC TERT2,FALSE,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2048,7,7,0
301_A7_1,Cytosol,U-251 MG,FALSE,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2048,10,10,0
301_A7_2,Cytosol,U-251 MG,FALSE,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2048,10,10,0
303_A7_3,Cytosol,U-2 OS,FALSE,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2048,7,7,0
303_A7_4,Cytosol,U-2 OS,FALSE,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2048,9,9,0
342_A7_2,Cytosol,A-431,FALSE,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2048,9,9,0
297_H3_1,Nucleoplasm,U-2 OS,FALSE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2048,12,12,0
297_H3_2,Nucleoplasm,U-2 OS,FALSE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2048,12,12,0
1320_F10_3,Cytoplasmic bodies,HaCaT,FALSE,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2048,15,15,0
1320_F10_5,Cytoplasmic bodies,HaCaT,FALSE,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2048,15,15,0
74_H4_1,Plasma membrane,U-251 MG,FALSE,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1728,15,15,0
74_H4_2,Plasma membrane,U-251 MG,FALSE,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1728,12,12,0
75_H4_1,Plasma membrane,A-431,FALSE,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1728,12,12,0
75_H4_2,Plasma membrane,A-431,FALSE,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1728,11,11,0
76_H4_1,Plasma membrane,U-2 OS,FALSE,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1728,8,8,0
76_H4_2,Plasma membrane,U-2 OS,FALSE,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1728,10,10,0
296_C6_1,Golgi apparatus,A-431,FALSE,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2048,15,15,0
296_C6_2,Golgi apparatus,A-431,FALSE,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2048,8,8,0
263_C12_1,Nucleoplasm,A-431,FALSE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2048,18,18,0
263_C12_2,Nucleoplasm,A-431,FALSE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2048,15,15,0
264_C12_1,Nucleoplasm,U-2 OS,FALSE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2048,8,8,0
264_C12_2,Nucleoplasm,U-2 OS,FALSE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2048,11,11,0
277_C12_1,Nucleoplasm,U-251 MG,FALSE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2048,14,14,0
277_C12_2,Nucleoplasm,U-251 MG,FALSE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2048,11,11,0
505_B7_2,Nucleoplasm,U-2 OS,FALSE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2048,15,15,0
505_B7_3,Nucleoplasm,U-2 OS,FALSE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2048,11,11,0
508_B7_1,Nucleoplasm,U-251 MG,FALSE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2048,19,19,0
508_B7_2,Nucleoplasm,U-251 MG,FALSE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2048,15,15,0
548_B7_1,Nucleoplasm,A-431,FALSE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2048,11,11,0
548_B7_2,Nucleoplasm,A-431,FALSE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2048,11,11,0
320_F8_3,Nucleoplasm,U-2 OS,FALSE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2048,9,9,0
320_F8_4,Nucleoplasm,U-2 OS,FALSE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2048,11,11,0
319_H7_1,Peroxisomes,A-431,FALSE,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2048,9,9,0
319_H7_2,Peroxisomes,A-431,FALSE,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2048,9,9,0
320_H7_1,Peroxisomes,U-2 OS,FALSE,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2048,9,9,0
340_H7_2,Peroxisomes,U-251 MG,FALSE,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2048,11,11,0
297_D9_1,Nucleoplasm,U-2 OS,FALSE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2048,11,11,0
297_D9_2,Nucleoplasm,U-2 OS,FALSE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2048,13,13,0
335_F10_1,Cytosol,A-431,FALSE,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2048,11,11,0
335_F10_2,Cytosol,A-431,FALSE,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2048,11,11,0
274_A11_1,Nucleoplasm,A-431,FALSE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2048,12,12,0
274_A11_2,Nucleoplasm,A-431,FALSE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2048,8,8,0
329_E7_1,Nucleoplasm,U-251 MG,FALSE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2048,12,12,0
329_E7_2,Nucleoplasm,U-251 MG,FALSE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2048,16,16,0
332_E7_1,Nucleoplasm,U-2 OS,FALSE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2048,15,15,0
332_E7_2,Nucleoplasm,U-2 OS,FALSE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2048,11,11,0
334_E7_1,Nucleoplasm,A-431,FALSE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2048,14,14,0
334_E7_2,Nucleoplasm,A-431,FALSE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2048,11,11,0
272_G12_1,Mitochondria,U-2 OS,FALSE,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2048,9,9,0
272_G12_2,Mitochondria,U-2 OS,FALSE,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2048,11,11,0
4_G1_1,Nuclear speckles,U-2 OS,FALSE,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1728,5,5,0
4_G1_2,Nuclear speckles,U-2 OS,FALSE,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1728,5,5,0
5_G1_1,Nuclear speckles,A-431,FALSE,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1728,8,8,0
5_G1_2,Nuclear speckles,A-431,FALSE,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1728,17,17,0
6_G1_1,Nuclear speckles,U-251 MG,FALSE,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1728,12,12,0
6_G1_2,Nuclear speckles,U-251 MG,FALSE,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1728,8,8,0
270_F9_1,Cytosol,U-251 MG,FALSE,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2048,11,11,0
270_F9_2,Cytosol,U-251 MG,FALSE,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2048,11,11,0
271_F9_1,Cytosol,A-431,FALSE,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2048,10,10,0
271_F9_2,Cytosol,A-431,FALSE,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2048,13,13,0
272_F9_1,Cytosol,U-2 OS,FALSE,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2048,15,15,0
272_F9_2,Cytosol,U-2 OS,FALSE,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2048,16,16,0
1899_C11_21,Plasma membrane,U-251 MG,FALSE,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3072,20,20,0
1899_C11_6,Plasma membrane,U-251 MG,FALSE,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3072,17,17,0
1913_A8_2,Cytosol,U-2 OS,FALSE,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2048,18,18,0
1913_A8_3,Cytosol,U-2 OS,FALSE,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2048,16,16,0
271_C10_1,Cytosol,A-431,FALSE,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2048,10,10,0
271_C10_2,Cytosol,A-431,FALSE,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2048,12,12,0
272_C10_1,Cytosol,U-2 OS,FALSE,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2048,14,14,0
272_C10_2,Cytosol,U-2 OS,FALSE,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2048,13,13,0
1973_G1_24,Cytosol,HAP1,FALSE,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3072,26,26,0
1973_G1_3,Cytosol,HAP1,FALSE,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3072,73,73,0
271_G11_1,Cytosol,A-431,FALSE,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2048,11,11,0
271_G11_2,Cytosol,A-431,FALSE,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2048,14,14,0
272_G11_1,Cytosol,U-2 OS,FALSE,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2048,11,11,0
272_G11_2,Cytosol,U-2 OS,FALSE,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2048,11,11,0
1893_G7_26,Mitochondria,U-2 OS,FALSE,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3072,27,27,0
1893_G7_4,Mitochondria,U-2 OS,FALSE,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3072,25,25,0
296_A10_1,Nucleoplasm,A-431,FALSE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2048,9,9,0
296_A10_2,Nucleoplasm,A-431,FALSE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2048,9,9,0
297_A10_1,Nucleoplasm,U-2 OS,FALSE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2048,10,10,0
297_A10_2,Nucleoplasm,U-2 OS,FALSE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2048,12,12,0
566_H8_10,Nuclear bodies,U-2 OS,FALSE,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2048,11,11,0
566_H8_7,Nuclear bodies,U-2 OS,FALSE,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2048,13,13,0
1912_E10_12,Cytosol,U-2 OS,FALSE,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3072,20,20,0
