Gene,Antibody id,Cell line,Location,Label,Gene name,Reliability,Main location,Additional location,Extracellular location,Enhanced,Supported,Approved,Uncertain,Single-cell variation intensity,Single-cell variation spatial,Cell cycle dependency,GO id,UniProt ID,SwissProt annotations,ID,Image_size,Cell_index,Cell_Label
ENSG00000108309,HPA070733,SH-SY5Y,vesicles,17,RUNDC3A,Enhanced,Vesicles,,,Vesicles,,,,Vesicles,,,Vesicles (GO:0043231),Q59EK9,,1796_G7_6,2048,12,18
ENSG00000108309,HPA070733,SH-SY5Y,vesicles,17,RUNDC3A,Enhanced,Vesicles,,,Vesicles,,,,Vesicles,,,Vesicles (GO:0043231),Q59EK9,,1796_G7_6,2048,13,17
ENSG00000108309,HPA070733,SH-SY5Y,vesicles,17,RUNDC3A,Enhanced,Vesicles,,,Vesicles,,,,Vesicles,,,Vesicles (GO:0043231),Q59EK9,,1796_G7_6,2048,14,18
ENSG00000108309,HPA070733,SH-SY5Y,vesicles,17,RUNDC3A,Enhanced,Vesicles,,,Vesicles,,,,Vesicles,,,Vesicles (GO:0043231),Q59EK9,,1796_G7_6,2048,15,18
ENSG00000108309,HPA070733,SH-SY5Y,vesicles,17,RUNDC3A,Enhanced,Vesicles,,,Vesicles,,,,Vesicles,,,Vesicles (GO:0043231),Q59EK9,,1796_G7_6,2048,16,18
ENSG00000108309,HPA070733,SH-SY5Y,vesicles,17,RUNDC3A,Enhanced,Vesicles,,,Vesicles,,,,Vesicles,,,Vesicles (GO:0043231),Q59EK9,,1796_G7_6,2048,17,18
ENSG00000108309,HPA070733,SH-SY5Y,vesicles,17,RUNDC3A,Enhanced,Vesicles,,,Vesicles,,,,Vesicles,,,Vesicles (GO:0043231),Q59EK9,,1796_G7_6,2048,18,18
ENSG00000108309,HPA070733,SH-SY5Y,vesicles,17,RUNDC3A,Enhanced,Vesicles,,,Vesicles,,,,Vesicles,,,Vesicles (GO:0043231),Q59EK9,,1796_G7_6,2048,19,17
ENSG00000108309,HPA070733,SH-SY5Y,vesicles,17,RUNDC3A,Enhanced,Vesicles,,,Vesicles,,,,Vesicles,,,Vesicles (GO:0043231),Q59EK9,,1796_G7_6,2048,20,17
ENSG00000108309,HPA070733,SH-SY5Y,vesicles,17,RUNDC3A,Enhanced,Vesicles,,,Vesicles,,,,Vesicles,,,Vesicles (GO:0043231),Q59EK9,,1796_G7_6,2048,21,18
ENSG00000108309,HPA070733,SH-SY5Y,vesicles,17,RUNDC3A,Enhanced,Vesicles,,,Vesicles,,,,Vesicles,,,Vesicles (GO:0043231),Q59EK9,,1796_G7_6,2048,22,18
ENSG00000108309,HPA070733,SH-SY5Y,vesicles,17,RUNDC3A,Enhanced,Vesicles,,,Vesicles,,,,Vesicles,,,Vesicles (GO:0043231),Q59EK9,,1796_G7_6,2048,23,18
ENSG00000108309,HPA070733,SH-SY5Y,vesicles,17,RUNDC3A,Enhanced,Vesicles,,,Vesicles,,,,Vesicles,,,Vesicles (GO:0043231),Q59EK9,,1796_G7_6,2048,24,18
ENSG00000108309,HPA070733,SH-SY5Y,vesicles,17,RUNDC3A,Enhanced,Vesicles,,,Vesicles,,,,Vesicles,,,Vesicles (GO:0043231),Q59EK9,,1796_G7_6,2048,25,18
ENSG00000108309,HPA070733,SH-SY5Y,vesicles,17,RUNDC3A,Enhanced,Vesicles,,,Vesicles,,,,Vesicles,,,Vesicles (GO:0043231),Q59EK9,,1796_G7_6,2048,26,18
ENSG00000108309,HPA070733,SH-SY5Y,vesicles,17,RUNDC3A,Enhanced,Vesicles,,,Vesicles,,,,Vesicles,,,Vesicles (GO:0043231),Q59EK9,,1796_G7_6,2048,27,17
ENSG00000108309,HPA070733,SH-SY5Y,vesicles,17,RUNDC3A,Enhanced,Vesicles,,,Vesicles,,,,Vesicles,,,Vesicles (GO:0043231),Q59EK9,,1796_G7_6,2048,28,18
ENSG00000108309,HPA070733,SH-SY5Y,vesicles,17,RUNDC3A,Enhanced,Vesicles,,,Vesicles,,,,Vesicles,,,Vesicles (GO:0043231),Q59EK9,,1796_G7_6,2048,29,18
ENSG00000108309,HPA070733,SH-SY5Y,vesicles,17,RUNDC3A,Enhanced,Vesicles,,,Vesicles,,,,Vesicles,,,Vesicles (GO:0043231),Q59EK9,,1796_G7_6,2048,30,18
ENSG00000108309,HPA070733,SH-SY5Y,vesicles,17,RUNDC3A,Enhanced,Vesicles,,,Vesicles,,,,Vesicles,,,Vesicles (GO:0043231),Q59EK9,,1796_G7_6,2048,31,18
ENSG00000108309,HPA070733,SH-SY5Y,vesicles,17,RUNDC3A,Enhanced,Vesicles,,,Vesicles,,,,Vesicles,,,Vesicles (GO:0043231),Q59EK9,,1796_G7_6,2048,32,18
ENSG00000108309,HPA070733,SH-SY5Y,vesicles,17,RUNDC3A,Enhanced,Vesicles,,,Vesicles,,,,Vesicles,,,Vesicles (GO:0043231),Q59EK9,,1796_G7_6,2048,33,18
ENSG00000108309,HPA070733,SH-SY5Y,vesicles,17,RUNDC3A,Enhanced,Vesicles,,,Vesicles,,,,Vesicles,,,Vesicles (GO:0043231),Q59EK9,,1796_G7_6,2048,34,18
ENSG00000108309,HPA070733,SH-SY5Y,vesicles,17,RUNDC3A,Enhanced,Vesicles,,,Vesicles,,,,Vesicles,,,Vesicles (GO:0043231),Q59EK9,,1796_G7_6,2048,35,18
ENSG00000108309,HPA070733,SH-SY5Y,vesicles,17,RUNDC3A,Enhanced,Vesicles,,,Vesicles,,,,Vesicles,,,Vesicles (GO:0043231),Q59EK9,,1796_G7_6,2048,36,18
ENSG00000108309,HPA070733,SH-SY5Y,vesicles,17,RUNDC3A,Enhanced,Vesicles,,,Vesicles,,,,Vesicles,,,Vesicles (GO:0043231),Q59EK9,,1796_G7_6,2048,37,18
ENSG00000108309,HPA070733,SH-SY5Y,vesicles,17,RUNDC3A,Enhanced,Vesicles,,,Vesicles,,,,Vesicles,,,Vesicles (GO:0043231),Q59EK9,,1796_G7_6,2048,38,18
ENSG00000108309,HPA070733,SH-SY5Y,vesicles,17,RUNDC3A,Enhanced,Vesicles,,,Vesicles,,,,Vesicles,,,Vesicles (GO:0043231),Q59EK9,,1796_G7_6,2048,39,18
ENSG00000108309,HPA070733,SH-SY5Y,vesicles,17,RUNDC3A,Enhanced,Vesicles,,,Vesicles,,,,Vesicles,,,Vesicles (GO:0043231),Q59EK9,,1796_G7_6,2048,40,18
ENSG00000108309,HPA070733,SH-SY5Y,vesicles,17,RUNDC3A,Enhanced,Vesicles,,,Vesicles,,,,Vesicles,,,Vesicles (GO:0043231),Q59EK9,,1796_G7_6,2048,41,18
ENSG00000108309,HPA070733,SH-SY5Y,vesicles,17,RUNDC3A,Enhanced,Vesicles,,,Vesicles,,,,Vesicles,,,Vesicles (GO:0043231),Q59EK9,,1796_G7_6,2048,42,18
ENSG00000108515,HPA068721,PC-3,plasma membrane;cytosol,13;16,ENO3,Supported,Cytosol;Plasma membrane,,,,Cytosol;Plasma membrane,,,Cytosol;Plasma membrane,,,Cytosol (GO:0005829);Plasma membrane (GO:0005886),P13929,Cytoplasm. Note=Localized to the Z line. Some colocalization with CKM at M-band (By similarity). {ECO:0000250}.,1622_F11_1,2048,1,18
ENSG00000108515,HPA068721,PC-3,plasma membrane;cytosol,13;16,ENO3,Supported,Cytosol;Plasma membrane,,,,Cytosol;Plasma membrane,,,Cytosol;Plasma membrane,,,Cytosol (GO:0005829);Plasma membrane (GO:0005886),P13929,Cytoplasm. Note=Localized to the Z line. Some colocalization with CKM at M-band (By similarity). {ECO:0000250}.,1622_F11_1,2048,2,18
ENSG00000108515,HPA068721,PC-3,plasma membrane;cytosol,13;16,ENO3,Supported,Cytosol;Plasma membrane,,,,Cytosol;Plasma membrane,,,Cytosol;Plasma membrane,,,Cytosol (GO:0005829);Plasma membrane (GO:0005886),P13929,Cytoplasm. Note=Localized to the Z line. Some colocalization with CKM at M-band (By similarity). {ECO:0000250}.,1622_F11_1,2048,3,13;16
ENSG00000108515,HPA068721,PC-3,plasma membrane;cytosol,13;16,ENO3,Supported,Cytosol;Plasma membrane,,,,Cytosol;Plasma membrane,,,Cytosol;Plasma membrane,,,Cytosol (GO:0005829);Plasma membrane (GO:0005886),P13929,Cytoplasm. Note=Localized to the Z line. Some colocalization with CKM at M-band (By similarity). {ECO:0000250}.,1622_F11_1,2048,4,18
ENSG00000108515,HPA068721,PC-3,plasma membrane;cytosol,13;16,ENO3,Supported,Cytosol;Plasma membrane,,,,Cytosol;Plasma membrane,,,Cytosol;Plasma membrane,,,Cytosol (GO:0005829);Plasma membrane (GO:0005886),P13929,Cytoplasm. Note=Localized to the Z line. Some colocalization with CKM at M-band (By similarity). {ECO:0000250}.,1622_F11_1,2048,5,18
ENSG00000108515,HPA068721,PC-3,plasma membrane;cytosol,13;16,ENO3,Supported,Cytosol;Plasma membrane,,,,Cytosol;Plasma membrane,,,Cytosol;Plasma membrane,,,Cytosol (GO:0005829);Plasma membrane (GO:0005886),P13929,Cytoplasm. Note=Localized to the Z line. Some colocalization with CKM at M-band (By similarity). {ECO:0000250}.,1622_F11_1,2048,6,13;16
ENSG00000108515,HPA068721,PC-3,plasma membrane;cytosol,13;16,ENO3,Supported,Cytosol;Plasma membrane,,,,Cytosol;Plasma membrane,,,Cytosol;Plasma membrane,,,Cytosol (GO:0005829);Plasma membrane (GO:0005886),P13929,Cytoplasm. Note=Localized to the Z line. Some colocalization with CKM at M-band (By similarity). {ECO:0000250}.,1622_F11_1,2048,7,18
ENSG00000108515,HPA068721,PC-3,plasma membrane;cytosol,13;16,ENO3,Supported,Cytosol;Plasma membrane,,,,Cytosol;Plasma membrane,,,Cytosol;Plasma membrane,,,Cytosol (GO:0005829);Plasma membrane (GO:0005886),P13929,Cytoplasm. Note=Localized to the Z line. Some colocalization with CKM at M-band (By similarity). {ECO:0000250}.,1622_F11_1,2048,8,18
ENSG00000108515,HPA068721,PC-3,plasma membrane;cytosol,13;16,ENO3,Supported,Cytosol;Plasma membrane,,,,Cytosol;Plasma membrane,,,Cytosol;Plasma membrane,,,Cytosol (GO:0005829);Plasma membrane (GO:0005886),P13929,Cytoplasm. Note=Localized to the Z line. Some colocalization with CKM at M-band (By similarity). {ECO:0000250}.,1622_F11_3,2048,1,18
ENSG00000108515,HPA068721,PC-3,plasma membrane;cytosol,13;16,ENO3,Supported,Cytosol;Plasma membrane,,,,Cytosol;Plasma membrane,,,Cytosol;Plasma membrane,,,Cytosol (GO:0005829);Plasma membrane (GO:0005886),P13929,Cytoplasm. Note=Localized to the Z line. Some colocalization with CKM at M-band (By similarity). {ECO:0000250}.,1622_F11_3,2048,2,13;16
ENSG00000108515,HPA068721,PC-3,plasma membrane;cytosol,13;16,ENO3,Supported,Cytosol;Plasma membrane,,,,Cytosol;Plasma membrane,,,Cytosol;Plasma membrane,,,Cytosol (GO:0005829);Plasma membrane (GO:0005886),P13929,Cytoplasm. Note=Localized to the Z line. Some colocalization with CKM at M-band (By similarity). {ECO:0000250}.,1622_F11_3,2048,3,18
ENSG00000108515,HPA068721,PC-3,plasma membrane;cytosol,13;16,ENO3,Supported,Cytosol;Plasma membrane,,,,Cytosol;Plasma membrane,,,Cytosol;Plasma membrane,,,Cytosol (GO:0005829);Plasma membrane (GO:0005886),P13929,Cytoplasm. Note=Localized to the Z line. Some colocalization with CKM at M-band (By similarity). {ECO:0000250}.,1622_F11_3,2048,4,13;16
ENSG00000108515,HPA068721,PC-3,plasma membrane;cytosol,13;16,ENO3,Supported,Cytosol;Plasma membrane,,,,Cytosol;Plasma membrane,,,Cytosol;Plasma membrane,,,Cytosol (GO:0005829);Plasma membrane (GO:0005886),P13929,Cytoplasm. Note=Localized to the Z line. Some colocalization with CKM at M-band (By similarity). {ECO:0000250}.,1622_F11_3,2048,5,18
ENSG00000108515,HPA068721,PC-3,plasma membrane;cytosol,13;16,ENO3,Supported,Cytosol;Plasma membrane,,,,Cytosol;Plasma membrane,,,Cytosol;Plasma membrane,,,Cytosol (GO:0005829);Plasma membrane (GO:0005886),P13929,Cytoplasm. Note=Localized to the Z line. Some colocalization with CKM at M-band (By similarity). {ECO:0000250}.,1622_F11_3,2048,6,13;16
ENSG00000108515,HPA068721,PC-3,plasma membrane;cytosol,13;16,ENO3,Supported,Cytosol;Plasma membrane,,,,Cytosol;Plasma membrane,,,Cytosol;Plasma membrane,,,Cytosol (GO:0005829);Plasma membrane (GO:0005886),P13929,Cytoplasm. Note=Localized to the Z line. Some colocalization with CKM at M-band (By similarity). {ECO:0000250}.,1622_F11_3,2048,7,13;16
ENSG00000108515,HPA068721,PC-3,plasma membrane;cytosol,13;16,ENO3,Supported,Cytosol;Plasma membrane,,,,Cytosol;Plasma membrane,,,Cytosol;Plasma membrane,,,Cytosol (GO:0005829);Plasma membrane (GO:0005886),P13929,Cytoplasm. Note=Localized to the Z line. Some colocalization with CKM at M-band (By similarity). {ECO:0000250}.,1622_F11_3,2048,8,0
ENSG00000108515,HPA068721,PC-3,plasma membrane;cytosol,13;16,ENO3,Supported,Cytosol;Plasma membrane,,,,Cytosol;Plasma membrane,,,Cytosol;Plasma membrane,,,Cytosol (GO:0005829);Plasma membrane (GO:0005886),P13929,Cytoplasm. Note=Localized to the Z line. Some colocalization with CKM at M-band (By similarity). {ECO:0000250}.,1622_F11_3,2048,9,0
ENSG00000108515,HPA068721,PC-3,plasma membrane;cytosol,13;16,ENO3,Supported,Cytosol;Plasma membrane,,,,Cytosol;Plasma membrane,,,Cytosol;Plasma membrane,,,Cytosol (GO:0005829);Plasma membrane (GO:0005886),P13929,Cytoplasm. Note=Localized to the Z line. Some colocalization with CKM at M-band (By similarity). {ECO:0000250}.,1622_F11_3,2048,10,16
ENSG00000108515,HPA068721,PC-3,plasma membrane;cytosol,13;16,ENO3,Supported,Cytosol;Plasma membrane,,,,Cytosol;Plasma membrane,,,Cytosol;Plasma membrane,,,Cytosol (GO:0005829);Plasma membrane (GO:0005886),P13929,Cytoplasm. Note=Localized to the Z line. Some colocalization with CKM at M-band (By similarity). {ECO:0000250}.,1622_F11_3,2048,11,0
ENSG00000108578,HPA039548,U-251 MG,nucleoplasm;nuclear bodies;cytosol,0;5;16,BLMH,Supported,Cytosol;Nuclear bodies;Nucleoplasm,,,,Cytosol,Nuclear bodies;Nucleoplasm,,,Nuclear bodies;Nucleoplasm,,Cytosol (GO:0005829);Nuclear bodies (GO:0016604);Nucleoplasm (GO:0005654),Q13867,Cytoplasm.,467_G10_2,2048,1,5;16
ENSG00000108578,HPA039548,U-251 MG,nucleoplasm;nuclear bodies;cytosol,0;5;16,BLMH,Supported,Cytosol;Nuclear bodies;Nucleoplasm,,,,Cytosol,Nuclear bodies;Nucleoplasm,,,Nuclear bodies;Nucleoplasm,,Cytosol (GO:0005829);Nuclear bodies (GO:0016604);Nucleoplasm (GO:0005654),Q13867,Cytoplasm.,467_G10_2,2048,2,5;16
ENSG00000108578,HPA039548,U-251 MG,nucleoplasm;nuclear bodies;cytosol,0;5;16,BLMH,Supported,Cytosol;Nuclear bodies;Nucleoplasm,,,,Cytosol,Nuclear bodies;Nucleoplasm,,,Nuclear bodies;Nucleoplasm,,Cytosol (GO:0005829);Nuclear bodies (GO:0016604);Nucleoplasm (GO:0005654),Q13867,Cytoplasm.,467_G10_2,2048,3,0;5;16
ENSG00000108578,HPA039548,U-251 MG,nucleoplasm;nuclear bodies;cytosol,0;5;16,BLMH,Supported,Cytosol;Nuclear bodies;Nucleoplasm,,,,Cytosol,Nuclear bodies;Nucleoplasm,,,Nuclear bodies;Nucleoplasm,,Cytosol (GO:0005829);Nuclear bodies (GO:0016604);Nucleoplasm (GO:0005654),Q13867,Cytoplasm.,467_G10_2,2048,4,5;16
ENSG00000108578,HPA039548,U-251 MG,nucleoplasm;nuclear bodies;cytosol,0;5;16,BLMH,Supported,Cytosol;Nuclear bodies;Nucleoplasm,,,,Cytosol,Nuclear bodies;Nucleoplasm,,,Nuclear bodies;Nucleoplasm,,Cytosol (GO:0005829);Nuclear bodies (GO:0016604);Nucleoplasm (GO:0005654),Q13867,Cytoplasm.,467_G10_2,2048,5,16
ENSG00000108578,HPA039548,U-251 MG,nucleoplasm;nuclear bodies;cytosol,0;5;16,BLMH,Supported,Cytosol;Nuclear bodies;Nucleoplasm,,,,Cytosol,Nuclear bodies;Nucleoplasm,,,Nuclear bodies;Nucleoplasm,,Cytosol (GO:0005829);Nuclear bodies (GO:0016604);Nucleoplasm (GO:0005654),Q13867,Cytoplasm.,467_G10_2,2048,6,5;16
ENSG00000108578,HPA039548,U-251 MG,nucleoplasm;nuclear bodies;cytosol,0;5;16,BLMH,Supported,Cytosol;Nuclear bodies;Nucleoplasm,,,,Cytosol,Nuclear bodies;Nucleoplasm,,,Nuclear bodies;Nucleoplasm,,Cytosol (GO:0005829);Nuclear bodies (GO:0016604);Nucleoplasm (GO:0005654),Q13867,Cytoplasm.,467_G10_2,2048,7,0;5;16
ENSG00000108578,HPA039548,U-251 MG,nucleoplasm;nuclear bodies;cytosol,0;5;16,BLMH,Supported,Cytosol;Nuclear bodies;Nucleoplasm,,,,Cytosol,Nuclear bodies;Nucleoplasm,,,Nuclear bodies;Nucleoplasm,,Cytosol (GO:0005829);Nuclear bodies (GO:0016604);Nucleoplasm (GO:0005654),Q13867,Cytoplasm.,467_G10_2,2048,8,16
ENSG00000108578,HPA039548,U-251 MG,nucleoplasm;nuclear bodies;cytosol,0;5;16,BLMH,Supported,Cytosol;Nuclear bodies;Nucleoplasm,,,,Cytosol,Nuclear bodies;Nucleoplasm,,,Nuclear bodies;Nucleoplasm,,Cytosol (GO:0005829);Nuclear bodies (GO:0016604);Nucleoplasm (GO:0005654),Q13867,Cytoplasm.,467_G10_2,2048,9,0;5;16
ENSG00000108578,HPA039548,U-251 MG,nucleoplasm;nuclear bodies;cytosol,0;5;16,BLMH,Supported,Cytosol;Nuclear bodies;Nucleoplasm,,,,Cytosol,Nuclear bodies;Nucleoplasm,,,Nuclear bodies;Nucleoplasm,,Cytosol (GO:0005829);Nuclear bodies (GO:0016604);Nucleoplasm (GO:0005654),Q13867,Cytoplasm.,467_G10_2,2048,10,0;5;16
ENSG00000108578,HPA039548,U-251 MG,nucleoplasm;nuclear bodies;cytosol,0;5;16,BLMH,Supported,Cytosol;Nuclear bodies;Nucleoplasm,,,,Cytosol,Nuclear bodies;Nucleoplasm,,,Nuclear bodies;Nucleoplasm,,Cytosol (GO:0005829);Nuclear bodies (GO:0016604);Nucleoplasm (GO:0005654),Q13867,Cytoplasm.,467_G10_3,2048,1,0;5;16
ENSG00000108578,HPA039548,U-251 MG,nucleoplasm;nuclear bodies;cytosol,0;5;16,BLMH,Supported,Cytosol;Nuclear bodies;Nucleoplasm,,,,Cytosol,Nuclear bodies;Nucleoplasm,,,Nuclear bodies;Nucleoplasm,,Cytosol (GO:0005829);Nuclear bodies (GO:0016604);Nucleoplasm (GO:0005654),Q13867,Cytoplasm.,467_G10_3,2048,2,0;5;16
ENSG00000108578,HPA039548,U-251 MG,nucleoplasm;nuclear bodies;cytosol,0;5;16,BLMH,Supported,Cytosol;Nuclear bodies;Nucleoplasm,,,,Cytosol,Nuclear bodies;Nucleoplasm,,,Nuclear bodies;Nucleoplasm,,Cytosol (GO:0005829);Nuclear bodies (GO:0016604);Nucleoplasm (GO:0005654),Q13867,Cytoplasm.,467_G10_3,2048,3,0;5;16
ENSG00000108578,HPA039548,U-251 MG,nucleoplasm;nuclear bodies;cytosol,0;5;16,BLMH,Supported,Cytosol;Nuclear bodies;Nucleoplasm,,,,Cytosol,Nuclear bodies;Nucleoplasm,,,Nuclear bodies;Nucleoplasm,,Cytosol (GO:0005829);Nuclear bodies (GO:0016604);Nucleoplasm (GO:0005654),Q13867,Cytoplasm.,467_G10_3,2048,4,0;5;16
ENSG00000108578,HPA039548,U-251 MG,nucleoplasm;nuclear bodies;cytosol,0;5;16,BLMH,Supported,Cytosol;Nuclear bodies;Nucleoplasm,,,,Cytosol,Nuclear bodies;Nucleoplasm,,,Nuclear bodies;Nucleoplasm,,Cytosol (GO:0005829);Nuclear bodies (GO:0016604);Nucleoplasm (GO:0005654),Q13867,Cytoplasm.,467_G10_3,2048,5,5;16
ENSG00000108578,HPA039548,U-251 MG,nucleoplasm;nuclear bodies;cytosol,0;5;16,BLMH,Supported,Cytosol;Nuclear bodies;Nucleoplasm,,,,Cytosol,Nuclear bodies;Nucleoplasm,,,Nuclear bodies;Nucleoplasm,,Cytosol (GO:0005829);Nuclear bodies (GO:0016604);Nucleoplasm (GO:0005654),Q13867,Cytoplasm.,467_G10_3,2048,6,16
ENSG00000108578,HPA039548,U-251 MG,nucleoplasm;nuclear bodies;cytosol,0;5;16,BLMH,Supported,Cytosol;Nuclear bodies;Nucleoplasm,,,,Cytosol,Nuclear bodies;Nucleoplasm,,,Nuclear bodies;Nucleoplasm,,Cytosol (GO:0005829);Nuclear bodies (GO:0016604);Nucleoplasm (GO:0005654),Q13867,Cytoplasm.,467_G10_3,2048,7,5;16
ENSG00000108578,HPA039548,U-251 MG,nucleoplasm;nuclear bodies;cytosol,0;5;16,BLMH,Supported,Cytosol;Nuclear bodies;Nucleoplasm,,,,Cytosol,Nuclear bodies;Nucleoplasm,,,Nuclear bodies;Nucleoplasm,,Cytosol (GO:0005829);Nuclear bodies (GO:0016604);Nucleoplasm (GO:0005654),Q13867,Cytoplasm.,467_G10_3,2048,8,16
ENSG00000108578,HPA039548,U-251 MG,nucleoplasm;nuclear bodies;cytosol,0;5;16,BLMH,Supported,Cytosol;Nuclear bodies;Nucleoplasm,,,,Cytosol,Nuclear bodies;Nucleoplasm,,,Nuclear bodies;Nucleoplasm,,Cytosol (GO:0005829);Nuclear bodies (GO:0016604);Nucleoplasm (GO:0005654),Q13867,Cytoplasm.,467_G10_3,2048,9,16
ENSG00000108578,HPA039548,U-251 MG,nucleoplasm;nuclear bodies;cytosol,0;5;16,BLMH,Supported,Cytosol;Nuclear bodies;Nucleoplasm,,,,Cytosol,Nuclear bodies;Nucleoplasm,,,Nuclear bodies;Nucleoplasm,,Cytosol (GO:0005829);Nuclear bodies (GO:0016604);Nucleoplasm (GO:0005654),Q13867,Cytoplasm.,467_G10_3,2048,10,5;16
ENSG00000108578,HPA039548,U-251 MG,nucleoplasm;nuclear bodies;cytosol,0;5;16,BLMH,Supported,Cytosol;Nuclear bodies;Nucleoplasm,,,,Cytosol,Nuclear bodies;Nucleoplasm,,,Nuclear bodies;Nucleoplasm,,Cytosol (GO:0005829);Nuclear bodies (GO:0016604);Nucleoplasm (GO:0005654),Q13867,Cytoplasm.,467_G10_3,2048,11,5;16
ENSG00000108578,HPA039548,U-251 MG,nucleoplasm;nuclear bodies;cytosol,0;5;16,BLMH,Supported,Cytosol;Nuclear bodies;Nucleoplasm,,,,Cytosol,Nuclear bodies;Nucleoplasm,,,Nuclear bodies;Nucleoplasm,,Cytosol (GO:0005829);Nuclear bodies (GO:0016604);Nucleoplasm (GO:0005654),Q13867,Cytoplasm.,467_G10_3,2048,12,0;16
ENSG00000108578,HPA039548,U-251 MG,nucleoplasm;nuclear bodies;cytosol,0;5;16,BLMH,Supported,Cytosol;Nuclear bodies;Nucleoplasm,,,,Cytosol,Nuclear bodies;Nucleoplasm,,,Nuclear bodies;Nucleoplasm,,Cytosol (GO:0005829);Nuclear bodies (GO:0016604);Nucleoplasm (GO:0005654),Q13867,Cytoplasm.,467_G10_3,2048,13,16
ENSG00000108578,HPA039548,U-251 MG,nucleoplasm;nuclear bodies;cytosol,0;5;16,BLMH,Supported,Cytosol;Nuclear bodies;Nucleoplasm,,,,Cytosol,Nuclear bodies;Nucleoplasm,,,Nuclear bodies;Nucleoplasm,,Cytosol (GO:0005829);Nuclear bodies (GO:0016604);Nucleoplasm (GO:0005654),Q13867,Cytoplasm.,467_G10_3,2048,14,5;16
ENSG00000108591,HPA007716,U-251 MG,nucleoplasm;vesicles;cytosol,0;16;17,DRG2,Supported,Cytosol;Vesicles,Nucleoplasm,,,Cytosol,Nucleoplasm;Vesicles,,,Cytosol;Nucleoplasm;Vesicles,,Cytosol (GO:0005829);Nucleoplasm (GO:0005654);Vesicles (GO:0043231),P55039,Nucleus {ECO:0000269|PubMed:29915238}. Cytoplasm {ECO:0000269|PubMed:29915238}.,68_A6_1,1728,1,0;16;17
ENSG00000108591,HPA007716,U-251 MG,nucleoplasm;vesicles;cytosol,0;16;17,DRG2,Supported,Cytosol;Vesicles,Nucleoplasm,,,Cytosol,Nucleoplasm;Vesicles,,,Cytosol;Nucleoplasm;Vesicles,,Cytosol (GO:0005829);Nucleoplasm (GO:0005654);Vesicles (GO:0043231),P55039,Nucleus {ECO:0000269|PubMed:29915238}. Cytoplasm {ECO:0000269|PubMed:29915238}.,68_A6_1,1728,2,16;17
ENSG00000108591,HPA007716,U-251 MG,nucleoplasm;vesicles;cytosol,0;16;17,DRG2,Supported,Cytosol;Vesicles,Nucleoplasm,,,Cytosol,Nucleoplasm;Vesicles,,,Cytosol;Nucleoplasm;Vesicles,,Cytosol (GO:0005829);Nucleoplasm (GO:0005654);Vesicles (GO:0043231),P55039,Nucleus {ECO:0000269|PubMed:29915238}. Cytoplasm {ECO:0000269|PubMed:29915238}.,68_A6_1,1728,3,16;17
ENSG00000108591,HPA007716,U-251 MG,nucleoplasm;vesicles;cytosol,0;16;17,DRG2,Supported,Cytosol;Vesicles,Nucleoplasm,,,Cytosol,Nucleoplasm;Vesicles,,,Cytosol;Nucleoplasm;Vesicles,,Cytosol (GO:0005829);Nucleoplasm (GO:0005654);Vesicles (GO:0043231),P55039,Nucleus {ECO:0000269|PubMed:29915238}. Cytoplasm {ECO:0000269|PubMed:29915238}.,68_A6_1,1728,4,18
ENSG00000108591,HPA007716,U-251 MG,nucleoplasm;vesicles;cytosol,0;16;17,DRG2,Supported,Cytosol;Vesicles,Nucleoplasm,,,Cytosol,Nucleoplasm;Vesicles,,,Cytosol;Nucleoplasm;Vesicles,,Cytosol (GO:0005829);Nucleoplasm (GO:0005654);Vesicles (GO:0043231),P55039,Nucleus {ECO:0000269|PubMed:29915238}. Cytoplasm {ECO:0000269|PubMed:29915238}.,68_A6_1,1728,5,16;17
ENSG00000108591,HPA007716,U-251 MG,nucleoplasm;vesicles;cytosol,0;16;17,DRG2,Supported,Cytosol;Vesicles,Nucleoplasm,,,Cytosol,Nucleoplasm;Vesicles,,,Cytosol;Nucleoplasm;Vesicles,,Cytosol (GO:0005829);Nucleoplasm (GO:0005654);Vesicles (GO:0043231),P55039,Nucleus {ECO:0000269|PubMed:29915238}. Cytoplasm {ECO:0000269|PubMed:29915238}.,68_A6_1,1728,6,16;17
ENSG00000108591,HPA007716,U-251 MG,nucleoplasm;vesicles;cytosol,0;16;17,DRG2,Supported,Cytosol;Vesicles,Nucleoplasm,,,Cytosol,Nucleoplasm;Vesicles,,,Cytosol;Nucleoplasm;Vesicles,,Cytosol (GO:0005829);Nucleoplasm (GO:0005654);Vesicles (GO:0043231),P55039,Nucleus {ECO:0000269|PubMed:29915238}. Cytoplasm {ECO:0000269|PubMed:29915238}.,68_A6_1,1728,7,16;17
ENSG00000108591,HPA007716,U-251 MG,nucleoplasm;vesicles;cytosol,0;16;17,DRG2,Supported,Cytosol;Vesicles,Nucleoplasm,,,Cytosol,Nucleoplasm;Vesicles,,,Cytosol;Nucleoplasm;Vesicles,,Cytosol (GO:0005829);Nucleoplasm (GO:0005654);Vesicles (GO:0043231),P55039,Nucleus {ECO:0000269|PubMed:29915238}. Cytoplasm {ECO:0000269|PubMed:29915238}.,68_A6_1,1728,8,18
