Gene,Antibody id,Cell line,Location,Label,Gene name,Reliability,Main location,Additional location,Extracellular location,Enhanced,Supported,Approved,Uncertain,Single-cell variation intensity,Single-cell variation spatial,Cell cycle dependency,GO id,ID,Url,Single-cell variation
ENSG00000101452,HPA062700,U-2 OS,nuclear bodies,5,DHX35,Approved,Nuclear bodies,Centrosome;Nucleoplasm,,,,Centrosome;Nuclear bodies;Nucleoplasm,,Nuclear bodies,,,centrosome;nucleoplasm,1141_E7_2,1141_E7_1;1141_E7_2,True
ENSG00000101452,HPA062700,RH-30,nucleoplasm;nuclear bodies;centrosome,0;5;12,DHX35,Approved,Nuclear bodies,Centrosome;Nucleoplasm,,,,Centrosome;Nuclear bodies;Nucleoplasm,,Nuclear bodies,,,centrosome;nucleoplasm,1170_E7_1,1170_E7_1;1170_E7_2,True
ENSG00000101452,HPA062700,RH-30,nucleoplasm;nuclear bodies;centrosome,0;5;12,DHX35,Approved,Nuclear bodies,Centrosome;Nucleoplasm,,,,Centrosome;Nuclear bodies;Nucleoplasm,,Nuclear bodies,,,centrosome;nucleoplasm,1170_E7_2,1170_E7_1;1170_E7_2,True
ENSG00000101470,HPA058481,SiHa,nucleoplasm;vesicles;plasma membrane,0;13;17,TNNC2,Approved,Nucleoplasm,Vesicles,,,,Nucleoplasm;Vesicles,,Vesicles,,,nucleoplasm;vesicles,1487_B5_6,1487_B5_6;1487_B5_10,True
ENSG00000101470,HPA058481,SiHa,nucleoplasm;vesicles;plasma membrane,0;13;17,TNNC2,Approved,Nucleoplasm,Vesicles,,,,Nucleoplasm;Vesicles,,Vesicles,,,nucleoplasm;vesicles,1487_B5_10,1487_B5_6;1487_B5_10,True
ENSG00000101489,HPA013322,SH-SY5Y,nucleoplasm,0,CELF4,Supported,Nucleoplasm,,,,Nucleoplasm,,,Nucleoplasm,,,nucleoplasm,1836_E1_2,1836_E1_2;1836_E1_3,True
ENSG00000101489,HPA013322,SH-SY5Y,nucleoplasm,0,CELF4,Supported,Nucleoplasm,,,,Nucleoplasm,,,Nucleoplasm,,,nucleoplasm,1836_E1_3,1836_E1_2;1836_E1_3,True
ENSG00000101557,HPA001308,A-431,plasma membrane;cytosol,13;16,USP14,Supported,Cytosol;Plasma membrane,,,,Cytosol;Plasma membrane,,,Cytosol,,,cytosol;plasma membrane,60_C4_1,60_C4_1;60_C4_2,True
ENSG00000101557,HPA001308,A-431,plasma membrane;cytosol,13;16,USP14,Supported,Cytosol;Plasma membrane,,,,Cytosol;Plasma membrane,,,Cytosol,,,cytosol;plasma membrane,60_C4_2,60_C4_1;60_C4_2,True
ENSG00000101577,HPA030550,A-431,plasma membrane;actin filaments;cytosol,9;13;16,LPIN2,Approved,Cytosol,Actin filaments;Plasma membrane,,,,Actin filaments;Cytosol;Plasma membrane,,Actin filaments;Cytosol,,,cytoskeleton;cytosol;plasma membrane,798_G4_2,798_G4_2;798_G4_3,True
ENSG00000101577,HPA030550,A-431,plasma membrane;actin filaments;cytosol,9;13;16,LPIN2,Approved,Cytosol,Actin filaments;Plasma membrane,,,,Actin filaments;Cytosol;Plasma membrane,,Actin filaments;Cytosol,,,cytoskeleton;cytosol;plasma membrane,798_G4_3,798_G4_2;798_G4_3,True
ENSG00000101577,HPA030550,U-251 MG,plasma membrane;cytosol,13;16,LPIN2,Approved,Cytosol,Actin filaments;Plasma membrane,,,,Actin filaments;Cytosol;Plasma membrane,,Cytosol,,,cytoskeleton;cytosol;plasma membrane,791_G4_1,791_G4_1;791_G4_2,True
ENSG00000101577,HPA030550,U-251 MG,plasma membrane;cytosol,13;16,LPIN2,Approved,Cytosol,Actin filaments;Plasma membrane,,,,Actin filaments;Cytosol;Plasma membrane,,Cytosol,,,cytoskeleton;cytosol;plasma membrane,791_G4_2,791_G4_1;791_G4_2,True
ENSG00000101746,HPA046740,SH-SY5Y,nucleoplasm,0,NOL4,Supported,Nucleoplasm,,,,Nucleoplasm,,,Nucleoplasm,,,nucleoplasm,1222_H9_1,1222_H9_1;1222_H9_4,True
ENSG00000101746,HPA046740,SH-SY5Y,nucleoplasm,0,NOL4,Supported,Nucleoplasm,,,,Nucleoplasm,,,Nucleoplasm,,,nucleoplasm,1222_H9_4,1222_H9_1;1222_H9_4,True
ENSG00000101849,HPA067703,U-2 OS,nucleoplasm;nucleoli,0;2,TBL1X,Approved,Nucleoplasm,Nucleoli,,,,Nucleoli;Nucleoplasm,,Nucleoplasm;Nucleoli,,,nucleoli;nucleoplasm,1286_D7_1,1286_D7_1;1286_D7_8,True
ENSG00000101849,HPA067703,U-2 OS,nucleoplasm;nucleoli,0;2,TBL1X,Approved,Nucleoplasm,Nucleoli,,,,Nucleoli;Nucleoplasm,,Nucleoplasm;Nucleoli,,,nucleoli;nucleoplasm,1286_D7_8,1286_D7_1;1286_D7_8,True
ENSG00000101849,HPA067703,HeLa,nucleoplasm,0,TBL1X,Approved,Nucleoplasm,Nucleoli,,,,Nucleoli;Nucleoplasm,,Nucleoplasm,,,nucleoli;nucleoplasm,1283_D7_3,1283_D7_3;1283_D7_5,True
ENSG00000101849,HPA067703,HeLa,nucleoplasm,0,TBL1X,Approved,Nucleoplasm,Nucleoli,,,,Nucleoli;Nucleoplasm,,Nucleoplasm,,,nucleoli;nucleoplasm,1283_D7_5,1283_D7_3;1283_D7_5,True
ENSG00000101901,HPA005498,SiHa,vesicles;cytosol,16;17,ALG13,Approved,Vesicles,Cytosol,,,,Cytosol;Vesicles,,Cytosol,,,cytosol;vesicles,1891_E3_8,1891_E3_8_cr5b9912c4d01e1;1891_E3_15_cr5b9912c4d0e85,True
ENSG00000101901,HPA005498,SiHa,vesicles;cytosol,16;17,ALG13,Approved,Vesicles,Cytosol,,,,Cytosol;Vesicles,,Cytosol,,,cytosol;vesicles,1891_E3_15,1891_E3_8_cr5b9912c4d01e1;1891_E3_15_cr5b9912c4d0e85,True
ENSG00000101911,HPA067599,A-431,nuclear speckles;vesicles,4;17,PRPS2,Approved,Vesicles,Nuclear speckles,,,,Nuclear speckles;Vesicles,,Vesicles,,,nuclear speckles;vesicles,1247_H8_8,1247_H8_8;1247_H8_9,True
ENSG00000101911,HPA067599,A-431,nuclear speckles;vesicles,4;17,PRPS2,Approved,Vesicles,Nuclear speckles,,,,Nuclear speckles;Vesicles,,Vesicles,,,nuclear speckles;vesicles,1247_H8_9,1247_H8_8;1247_H8_9,True
ENSG00000102010,HPA001048,HUVEC TERT2,nucleoplasm;plasma membrane,0;13,BMX,Supported,Plasma membrane,Nucleoplasm,,,Plasma membrane,Nucleoplasm,,Plasma membrane,,,nucleoplasm;plasma membrane,1751_G2_2,1751_G2_2_cr57fd24c6a75b7;1751_G2_18_cr58009842c82e5,True
ENSG00000102010,HPA001048,HUVEC TERT2,nucleoplasm;plasma membrane,0;13,BMX,Supported,Plasma membrane,Nucleoplasm,,,Plasma membrane,Nucleoplasm,,Plasma membrane,,,nucleoplasm;plasma membrane,1751_G2_18,1751_G2_2_cr57fd24c6a75b7;1751_G2_18_cr58009842c82e5,True
ENSG00000102024,HPA076083,SiHa,plasma membrane;cytosol,13;16,PLS3,Approved,Cytosol;Plasma membrane,,,,Cytosol,Plasma membrane,,Cytosol,,,cytosol;plasma membrane,1606_B7_1,1606_B7_1;1606_B7_4,True
ENSG00000102024,HPA076083,SiHa,plasma membrane;cytosol,13;16,PLS3,Approved,Cytosol;Plasma membrane,,,,Cytosol,Plasma membrane,,Cytosol,,,cytosol;plasma membrane,1606_B7_4,1606_B7_1;1606_B7_4,True
ENSG00000102030,HPA030711,U-2 OS,cytosol,16,NAA10,Supported,Cytosol,Nucleoli,,,Cytosol,Nucleoli,,Cytosol,,,cytosol;nucleoli,551_H9_1,551_H9_1;551_H9_2,True
ENSG00000102030,HPA030711,U-2 OS,cytosol,16,NAA10,Supported,Cytosol,Nucleoli,,,Cytosol,Nucleoli,,Cytosol,,,cytosol;nucleoli,551_H9_2,551_H9_1;551_H9_2,True
ENSG00000102030,HPA030711,A-431,cytosol,16,NAA10,Supported,Cytosol,Nucleoli,,,Cytosol,Nucleoli,,Cytosol,,,cytosol;nucleoli,560_H9_1,560_H9_1;560_H9_2,True
ENSG00000102030,HPA030711,A-431,cytosol,16,NAA10,Supported,Cytosol,Nucleoli,,,Cytosol,Nucleoli,,Cytosol,,,cytosol;nucleoli,560_H9_2,560_H9_1;560_H9_2,True
ENSG00000102030,HPA030711,U-251 MG,nucleoli;cytosol,2;16,NAA10,Supported,Cytosol,Nucleoli,,,Cytosol,Nucleoli,,,Nucleoli;Cytosol,,cytosol;nucleoli,554_H9_1,554_H9_1;554_H9_2,True
ENSG00000102030,HPA030711,U-251 MG,nucleoli;cytosol,2;16,NAA10,Supported,Cytosol,Nucleoli,,,Cytosol,Nucleoli,,,Nucleoli;Cytosol,,cytosol;nucleoli,554_H9_2,554_H9_1;554_H9_2,True
ENSG00000102054,HPA060724,HEK 293,nucleoplasm;cytosol,0;16,RBBP7,Enhanced,Nucleoplasm,,,Nucleoplasm,,,,Nucleoplasm,,,nucleoplasm,1127_F8_1,1127_F8_1;1127_F8_2,True
ENSG00000102054,HPA060724,HEK 293,nucleoplasm;cytosol,0;16,RBBP7,Enhanced,Nucleoplasm,,,Nucleoplasm,,,,Nucleoplasm,,,nucleoplasm,1127_F8_2,1127_F8_1;1127_F8_2,True
ENSG00000102057,HPA000524,U-2 OS,nucleoplasm,0,KCND1,Uncertain,Nucleoplasm,,,,,,Nucleoplasm,Nucleoplasm,,,nucleoplasm,171_E5_1,171_E5_1;171_E5_2,True
ENSG00000102057,HPA000524,U-2 OS,nucleoplasm,0,KCND1,Uncertain,Nucleoplasm,,,,,,Nucleoplasm,Nucleoplasm,,,nucleoplasm,171_E5_2,171_E5_1;171_E5_2,True
ENSG00000102057,HPA000524,A-431,nucleoplasm,0,KCND1,Uncertain,Nucleoplasm,,,,,,Nucleoplasm,Nucleoplasm,,,nucleoplasm,170_E5_1,170_E5_1;170_E5_2,True
ENSG00000102057,HPA000524,A-431,nucleoplasm,0,KCND1,Uncertain,Nucleoplasm,,,,,,Nucleoplasm,Nucleoplasm,,,nucleoplasm,170_E5_2,170_E5_1;170_E5_2,True
ENSG00000102057,HPA000524,U-251 MG,nucleoplasm,0,KCND1,Uncertain,Nucleoplasm,,,,,,Nucleoplasm,Nucleoplasm,,,nucleoplasm,169_E5_1,169_E5_1;169_E5_2,True
ENSG00000102057,HPA000524,U-251 MG,nucleoplasm,0,KCND1,Uncertain,Nucleoplasm,,,,,,Nucleoplasm,Nucleoplasm,,,nucleoplasm,169_E5_2,169_E5_1;169_E5_2,True
ENSG00000102078,HPA060316,U-2 OS,mitochondria,14,SLC25A14,Approved,Mitochondria,,,,,Mitochondria,,Mitochondria,,,mitochondria,1018_C12_1,1018_C12_1;1018_C12_2,True
ENSG00000102078,HPA060316,U-2 OS,mitochondria,14,SLC25A14,Approved,Mitochondria,,,,,Mitochondria,,Mitochondria,,,mitochondria,1018_C12_2,1018_C12_1;1018_C12_2,True
ENSG00000102078,HPA060316,U-251 MG,mitochondria,14,SLC25A14,Approved,Mitochondria,,,,,Mitochondria,,Mitochondria,,,mitochondria,1252_C11_3,1252_C11_3;1252_C11_4,True
ENSG00000102078,HPA060316,U-251 MG,mitochondria,14,SLC25A14,Approved,Mitochondria,,,,,Mitochondria,,Mitochondria,,,mitochondria,1252_C11_4,1252_C11_3;1252_C11_4,True
ENSG00000102078,HPA060316,PC-3,mitochondria,14,SLC25A14,Approved,Mitochondria,,,,,Mitochondria,,Mitochondria,,,mitochondria,1218_C12_1,1218_C12_1;1218_C12_2,True
ENSG00000102078,HPA060316,PC-3,mitochondria,14,SLC25A14,Approved,Mitochondria,,,,,Mitochondria,,Mitochondria,,,mitochondria,1218_C12_2,1218_C12_1;1218_C12_2,True
ENSG00000102081,CAB012444,A-431,cytosol,16,FMR1,Enhanced,Cytosol,,,Cytosol,,,,Cytosol,,,cytosol,617_C8_3,617_C8_3;617_C8_4,True
ENSG00000102081,CAB012444,A-431,cytosol,16,FMR1,Enhanced,Cytosol,,,Cytosol,,,,Cytosol,,,cytosol,617_C8_4,617_C8_3;617_C8_4,True
ENSG00000102096,HPA000285,U-251 MG,cytosol,16,PIM2,Approved,Cytosol,,,,,Cytosol,,Cytosol,,,cytosol,25_H1_1,25_H1_1;25_H1_2,True
ENSG00000102096,HPA000285,U-251 MG,cytosol,16,PIM2,Approved,Cytosol,,,,,Cytosol,,Cytosol,,,cytosol,25_H1_2,25_H1_1;25_H1_2,True
ENSG00000102103,HPA001880,U-2 OS,nuclear speckles,4,PQBP1,Enhanced,Nuclear speckles,,,Nuclear speckles,,,,Nuclear speckles,,,nuclear speckles,23_E7_1,23_E7_1;23_E7_2,True
ENSG00000102103,HPA001880,U-2 OS,nuclear speckles,4,PQBP1,Enhanced,Nuclear speckles,,,Nuclear speckles,,,,Nuclear speckles,,,nuclear speckles,23_E7_2,23_E7_1;23_E7_2,True
ENSG00000102103,HPA001880,A-431,nuclear speckles,4,PQBP1,Enhanced,Nuclear speckles,,,Nuclear speckles,,,,Nuclear speckles,,,nuclear speckles,24_E7_1,24_E7_1;24_E7_2,True
ENSG00000102103,HPA001880,A-431,nuclear speckles,4,PQBP1,Enhanced,Nuclear speckles,,,Nuclear speckles,,,,Nuclear speckles,,,nuclear speckles,24_E7_2,24_E7_1;24_E7_2,True
ENSG00000102172,HPA029852,U-2 OS,nuclear bodies,5,SMS,Approved,Nuclear bodies,Cytosol,,,,Cytosol;Nuclear bodies,,Nuclear bodies,,,cytosol;nucleoplasm,297_F10_2,297_F10_2;297_F10_1,True
ENSG00000102172,HPA029852,U-2 OS,nuclear bodies,5,SMS,Approved,Nuclear bodies,Cytosol,,,,Cytosol;Nuclear bodies,,Nuclear bodies,,,cytosol;nucleoplasm,297_F10_1,297_F10_2;297_F10_1,True
ENSG00000102172,HPA029852,A-431,nuclear bodies,5,SMS,Approved,Nuclear bodies,Cytosol,,,,Cytosol;Nuclear bodies,,Nuclear bodies,,,cytosol;nucleoplasm,296_F10_2,296_F10_2;296_F10_1,True
ENSG00000102172,HPA029852,A-431,nuclear bodies,5,SMS,Approved,Nuclear bodies,Cytosol,,,,Cytosol;Nuclear bodies,,Nuclear bodies,,,cytosol;nucleoplasm,296_F10_1,296_F10_2;296_F10_1,True
ENSG00000102172,HPA029852,U-251 MG,nuclear bodies;cytosol,5;16,SMS,Approved,Nuclear bodies,Cytosol,,,,Cytosol;Nuclear bodies,,Nuclear bodies,,,cytosol;nucleoplasm,295_F10_2,295_F10_2;295_F10_1,True
ENSG00000102172,HPA029852,U-251 MG,nuclear bodies;cytosol,5;16,SMS,Approved,Nuclear bodies,Cytosol,,,,Cytosol;Nuclear bodies,,Nuclear bodies,,,cytosol;nucleoplasm,295_F10_1,295_F10_2;295_F10_1,True
ENSG00000102195,HPA054678,HEK 293,plasma membrane,13,GPR50,Supported,Plasma membrane,Nucleoplasm,,,Plasma membrane,Nucleoplasm,,Plasma membrane,,,nucleoplasm;plasma membrane,1581_E2_4,1581_E2_4;1581_E2_6,True
ENSG00000102195,HPA054678,HEK 293,plasma membrane,13,GPR50,Supported,Plasma membrane,Nucleoplasm,,,Plasma membrane,Nucleoplasm,,Plasma membrane,,,nucleoplasm;plasma membrane,1581_E2_6,1581_E2_4;1581_E2_6,True
ENSG00000102226,HPA003103,U-2 OS,nucleoplasm;cytosol,0;16,USP11,Supported,Nucleoplasm,Cytosol,,,Cytosol;Nucleoplasm,,,Nucleoplasm;Cytosol,,,cytosol;nucleoplasm,1158_B4_1,1158_B4_1;1158_B4_2,True
ENSG00000102226,HPA003103,U-2 OS,nucleoplasm;cytosol,0;16,USP11,Supported,Nucleoplasm,Cytosol,,,Cytosol;Nucleoplasm,,,Nucleoplasm;Cytosol,,,cytosol;nucleoplasm,1158_B4_2,1158_B4_1;1158_B4_2,True
ENSG00000102226,HPA003103,SH-SY5Y,nucleoplasm;cytosol,0;16,USP11,Supported,Nucleoplasm,Cytosol,,,Cytosol;Nucleoplasm,,,Nucleoplasm,,,cytosol;nucleoplasm,1220_G2_1,1220_G2_1;1220_G2_2,True
ENSG00000102226,HPA003103,SH-SY5Y,nucleoplasm;cytosol,0;16,USP11,Supported,Nucleoplasm,Cytosol,,,Cytosol;Nucleoplasm,,,Nucleoplasm,,,cytosol;nucleoplasm,1220_G2_2,1220_G2_1;1220_G2_2,True
ENSG00000102312,HPA049215,U-2 OS,vesicles,17,PORCN,Approved,Vesicles,,,,,Vesicles,,Vesicles,,,vesicles,850_C7_1,850_C7_1;850_C7_2,True
ENSG00000102312,HPA049215,U-2 OS,vesicles,17,PORCN,Approved,Vesicles,,,,,Vesicles,,Vesicles,,,vesicles,850_C7_2,850_C7_1;850_C7_2,True
ENSG00000102312,HPA049215,A549,vesicles,17,PORCN,Approved,Vesicles,,,,,Vesicles,,Vesicles,,,vesicles,858_C7_1,858_C7_1;858_C7_2,True
ENSG00000102312,HPA049215,A549,vesicles,17,PORCN,Approved,Vesicles,,,,,Vesicles,,Vesicles,,,vesicles,858_C7_2,858_C7_1;858_C7_2,True
ENSG00000102312,HPA049215,PC-3,vesicles,17,PORCN,Approved,Vesicles,,,,,Vesicles,,Vesicles,,,vesicles,979_C4_1,979_C4_1;979_C4_2,True
ENSG00000102312,HPA049215,PC-3,vesicles,17,PORCN,Approved,Vesicles,,,,,Vesicles,,Vesicles,,,vesicles,979_C4_2,979_C4_1;979_C4_2,True
ENSG00000102316,HPA031572,U-2 OS,nucleoplasm;nucleoli;cytosol,0;2;16,MAGED2,Enhanced,Cytosol;Nucleoli;Nucleoplasm,,,Cytosol;Nucleoli;Nucleoplasm,,,,Nucleoplasm,,,cytosol;nucleoli;nucleoplasm,332_G2_1,332_G2_1;332_G2_2,True
ENSG00000102316,HPA031572,U-2 OS,nucleoplasm;nucleoli;cytosol,0;2;16,MAGED2,Enhanced,Cytosol;Nucleoli;Nucleoplasm,,,Cytosol;Nucleoli;Nucleoplasm,,,,Nucleoplasm,,,cytosol;nucleoli;nucleoplasm,332_G2_2,332_G2_1;332_G2_2,True
ENSG00000102316,HPA031572,A-431,nucleoplasm;nucleoli;cytosol,0;2;16,MAGED2,Enhanced,Cytosol;Nucleoli;Nucleoplasm,,,Cytosol;Nucleoli;Nucleoplasm,,,,Nucleoli;Cytosol,,,cytosol;nucleoli;nucleoplasm,334_G2_1,334_G2_1;334_G2_2,True
ENSG00000102316,HPA031572,A-431,nucleoplasm;nucleoli;cytosol,0;2;16,MAGED2,Enhanced,Cytosol;Nucleoli;Nucleoplasm,,,Cytosol;Nucleoli;Nucleoplasm,,,,Nucleoli;Cytosol,,,cytosol;nucleoli;nucleoplasm,334_G2_2,334_G2_1;334_G2_2,True
ENSG00000102316,HPA031572,U-251 MG,nucleoplasm;nucleoli;cytosol,0;2;16,MAGED2,Enhanced,Cytosol;Nucleoli;Nucleoplasm,,,Cytosol;Nucleoli;Nucleoplasm,,,,Nucleoplasm,,,cytosol;nucleoli;nucleoplasm,329_G2_1,329_G2_1;329_G2_2,True
ENSG00000102316,HPA031572,U-251 MG,nucleoplasm;nucleoli;cytosol,0;2;16,MAGED2,Enhanced,Cytosol;Nucleoli;Nucleoplasm,,,Cytosol;Nucleoli;Nucleoplasm,,,,Nucleoplasm,,,cytosol;nucleoli;nucleoplasm,329_G2_2,329_G2_1;329_G2_2,True
ENSG00000102316,HPA031573,U-2 OS,nucleoplasm;nucleoli;cytosol,0;2;16,MAGED2,Enhanced,Cytosol;Nucleoli;Nucleoplasm,,,Cytosol;Nucleoli;Nucleoplasm,,,,Nucleoplasm;Nucleoli,,,cytosol;nucleoli;nucleoplasm,332_E5_1,332_E5_1;332_E5_2,True
ENSG00000102316,HPA031573,U-2 OS,nucleoplasm;nucleoli;cytosol,0;2;16,MAGED2,Enhanced,Cytosol;Nucleoli;Nucleoplasm,,,Cytosol;Nucleoli;Nucleoplasm,,,,Nucleoplasm;Nucleoli,,,cytosol;nucleoli;nucleoplasm,332_E5_2,332_E5_1;332_E5_2,True
ENSG00000102316,HPA031573,A-431,nucleoplasm;cytosol,0;16,MAGED2,Enhanced,Cytosol;Nucleoli;Nucleoplasm,,,Cytosol;Nucleoli;Nucleoplasm,,,,Cytosol,,,cytosol;nucleoli;nucleoplasm,334_E5_1,334_E5_1;334_E5_2,True
ENSG00000102316,HPA031573,A-431,nucleoplasm;cytosol,0;16,MAGED2,Enhanced,Cytosol;Nucleoli;Nucleoplasm,,,Cytosol;Nucleoli;Nucleoplasm,,,,Cytosol,,,cytosol;nucleoli;nucleoplasm,334_E5_2,334_E5_1;334_E5_2,True
ENSG00000102317,CAB062559,U-2 OS,nucleoplasm,0,RBM3,Enhanced,Nucleoplasm,,,Nucleoplasm,,,,Nucleoplasm,,,nucleoplasm,1540_B6_4,1540_B6_4;1540_B6_6,True
ENSG00000102317,CAB062559,U-2 OS,nucleoplasm,0,RBM3,Enhanced,Nucleoplasm,,,Nucleoplasm,,,,Nucleoplasm,,,nucleoplasm,1540_B6_6,1540_B6_4;1540_B6_6,True
ENSG00000102572,HPA026502,A-431,nucleoli;cytosol,2;16,STK24,Supported,Cytosol;Nucleoli,,,,Cytosol;Nucleoli,,,Nucleoli,,,cytosol;nucleoli,213_H1_2,213_H1_2;213_H1_1,True
ENSG00000102572,HPA026502,A-431,nucleoli;cytosol,2;16,STK24,Supported,Cytosol;Nucleoli,,,,Cytosol;Nucleoli,,,Nucleoli,,,cytosol;nucleoli,213_H1_1,213_H1_2;213_H1_1,True
ENSG00000102699,HPA011739,U-2 OS,cytosol,16,PARP4,Supported,Cytosol,,,,Cytosol,,,Cytosol,,,cytosol,90_F3_1,90_F3_1;90_F3_2,True
ENSG00000102699,HPA011739,U-2 OS,cytosol,16,PARP4,Supported,Cytosol,,,,Cytosol,,,Cytosol,,,cytosol,90_F3_2,90_F3_1;90_F3_2,True
ENSG00000102699,HPA011739,A-431,cytosol,16,PARP4,Supported,Cytosol,,,,Cytosol,,,Cytosol,,,cytosol,89_F3_1,89_F3_1;89_F3_2,True
ENSG00000102699,HPA011739,A-431,cytosol,16,PARP4,Supported,Cytosol,,,,Cytosol,,,Cytosol,,,cytosol,89_F3_2,89_F3_1;89_F3_2,True
ENSG00000102699,HPA011739,U-251 MG,cytosol,16,PARP4,Supported,Cytosol,,,,Cytosol,,,Cytosol,,,cytosol,88_F3_1,88_F3_1;88_F3_2,True
ENSG00000102699,HPA011739,U-251 MG,cytosol,16,PARP4,Supported,Cytosol,,,,Cytosol,,,Cytosol,,,cytosol,88_F3_2,88_F3_1;88_F3_2,True
ENSG00000102755,HPA011740,U-2 OS,plasma membrane,13,FLT1,Supported,Plasma membrane,Actin filaments,Predicted to be secreted,,Plasma membrane,,Actin filaments,Plasma membrane,,,cytoskeleton;plasma membrane,90_G3_1,90_G3_1;90_G3_2,True
ENSG00000102755,HPA011740,U-2 OS,plasma membrane,13,FLT1,Supported,Plasma membrane,Actin filaments,Predicted to be secreted,,Plasma membrane,,Actin filaments,Plasma membrane,,,cytoskeleton;plasma membrane,90_G3_2,90_G3_1;90_G3_2,True
ENSG00000102781,HPA046205,A-431,cytosol,16,KATNAL1,Uncertain,Cytosol;Nucleoplasm,,,,,,Cytosol;Nucleoplasm,Cytosol,,,cytosol;nucleoplasm,559_A4_1,559_A4_1;559_A4_2,True
ENSG00000102781,HPA046205,A-431,cytosol,16,KATNAL1,Uncertain,Cytosol;Nucleoplasm,,,,,,Cytosol;Nucleoplasm,Cytosol,,,cytosol;nucleoplasm,559_A4_2,559_A4_1;559_A4_2,True
ENSG00000102908,HPA069711,SiHa,nucleoplasm,0,NFAT5,Supported,Nucleoplasm,Cytosol,,,Cytosol;Nucleoplasm,,,Nucleoplasm,,,cytosol;nucleoplasm,1487_B12_6,1487_B12_6;1487_B12_10,True
ENSG00000102908,HPA069711,SiHa,nucleoplasm,0,NFAT5,Supported,Nucleoplasm,Cytosol,,,Cytosol;Nucleoplasm,,,Nucleoplasm,,,cytosol;nucleoplasm,1487_B12_10,1487_B12_6;1487_B12_10,True
ENSG00000102921,HPA040849,U-2 OS,nucleoli fibrillar center,3,N4BP1,Approved,Nucleoli fibrillar center,,,,,Nucleoli fibrillar center,,Nucleoli fibrillar center,,,nucleoli,464_A2_1,464_A2_1;464_A2_2,True
ENSG00000102921,HPA040849,U-2 OS,nucleoli fibrillar center,3,N4BP1,Approved,Nucleoli fibrillar center,,,,,Nucleoli fibrillar center,,Nucleoli fibrillar center,,,nucleoli,464_A2_2,464_A2_1;464_A2_2,True
ENSG00000102978,HPA041826,U-2 OS,nucleoplasm;cytosol,0;16,POLR2C,Supported,Nucleoplasm,Cytosol,,,Nucleoplasm,,Cytosol,Nucleoplasm;Cytosol,,,cytosol;nucleoplasm,728_E7_1,728_E7_1;728_E7_2,True
ENSG00000102978,HPA041826,U-2 OS,nucleoplasm;cytosol,0;16,POLR2C,Supported,Nucleoplasm,Cytosol,,,Nucleoplasm,,Cytosol,Nucleoplasm;Cytosol,,,cytosol;nucleoplasm,728_E7_2,728_E7_1;728_E7_2,True
ENSG00000102978,HPA041826,A-431,nucleoplasm;cytosol,0;16,POLR2C,Supported,Nucleoplasm,Cytosol,,,Nucleoplasm,,Cytosol,Nucleoplasm,,,cytosol;nucleoplasm,748_E7_1,748_E7_1;748_E7_2,True
ENSG00000102978,HPA041826,A-431,nucleoplasm;cytosol,0;16,POLR2C,Supported,Nucleoplasm,Cytosol,,,Nucleoplasm,,Cytosol,Nucleoplasm,,,cytosol;nucleoplasm,748_E7_2,748_E7_1;748_E7_2,True
ENSG00000102981,HPA041551,A549,actin filaments,9,PARD6A,Supported,Actin filaments;Cell Junctions,Cytosol,,,Actin filaments;Cell Junctions;Cytosol,,,Actin filaments,,,cytoskeleton;cytosol;plasma membrane,1128_F7_1,1128_F7_1;1128_F7_4,True
ENSG00000102981,HPA041551,A549,actin filaments,9,PARD6A,Supported,Actin filaments;Cell Junctions,Cytosol,,,Actin filaments;Cell Junctions;Cytosol,,,Actin filaments,,,cytoskeleton;cytosol;plasma membrane,1128_F7_4,1128_F7_1;1128_F7_4,True
ENSG00000103037,HPA053546,U-2 OS,nucleoplasm;cytosol,0;16,SETD6,Supported,Nucleoplasm,Cytosol,,,Nucleoplasm,,Cytosol,Nucleoplasm,,,cytosol;nucleoplasm,832_C7_1,832_C7_1;832_C7_2,True
ENSG00000103037,HPA053546,U-2 OS,nucleoplasm;cytosol,0;16,SETD6,Supported,Nucleoplasm,Cytosol,,,Nucleoplasm,,Cytosol,Nucleoplasm,,,cytosol;nucleoplasm,832_C7_2,832_C7_1;832_C7_2,True
ENSG00000103037,HPA053546,HEK 293,nucleoplasm,0,SETD6,Supported,Nucleoplasm,Cytosol,,,Nucleoplasm,,Cytosol,Nucleoplasm,,,cytosol;nucleoplasm,865_G6_1,865_G6_1;865_G6_2,True
ENSG00000103037,HPA053546,HEK 293,nucleoplasm,0,SETD6,Supported,Nucleoplasm,Cytosol,,,Nucleoplasm,,Cytosol,Nucleoplasm,,,cytosol;nucleoplasm,865_G6_2,865_G6_1;865_G6_2,True
ENSG00000103037,HPA053546,PC-3,nucleoplasm;cytosol,0;16,SETD6,Supported,Nucleoplasm,Cytosol,,,Nucleoplasm,,Cytosol,Nucleoplasm;Cytosol,,,cytosol;nucleoplasm,986_C7_1,986_C7_1;986_C7_3,True
ENSG00000103037,HPA053546,PC-3,nucleoplasm;cytosol,0;16,SETD6,Supported,Nucleoplasm,Cytosol,,,Nucleoplasm,,Cytosol,Nucleoplasm;Cytosol,,,cytosol;nucleoplasm,986_C7_3,986_C7_1;986_C7_3,True
